hour_of_day,day_of_week,is_weekend,month,day_of_month,temperature,precipitation,weather_condition,humidity,wind_speed,line_number,vehicle_type,vehicle_number,brigade,route_segment,direction,stop_name,planned_travel_time_min,delay_minutes,delay_category,delay_ratio,is_delayed
21,5,True,1,2,8.7,0.2,rain,43,0.2,5,tramwaj,HY886,22-06,Mały Płaszów–Cichy Kącik,Górka Narodowa P+R,Borek Fałęcki 01,40,4.8,moderate_delay,0.120666,True
18,0,False,3,6,7.0,0.1,rain,69,0.7,76,tramwaj,RP266,19-03,Os.Piastów–Pleszów,Pleszów,Bronowice Małe 01,30,4.7,moderate_delay,0.155812,True
6,5,True,5,14,29.6,0.8,snow,86,0.4,8,tramwaj,HY529,40-05,Nowy Bieżanów–Krowodrza,Borek Fałęcki,Rondo Grunwaldzkie 01,35,0.0,on_time,0.0,False
14,2,False,7,2,32.8,0.4,rain,56,0.7,18,tramwaj,RZ395,24-02,Górka Narodowa–Czerwone Maki,Salwator,Borek Fałęcki 01,45,1.3,slight_delay,0.029343,False
5,4,False,11,10,8.7,0.0,cloudy,81,5.3,50,tramwaj,RP307,01-10,Bronowice–Borek Fałęcki,Krowodrza G. P+R,Kurdwanów P+R 03,30,1.5,slight_delay,0.051201,False
13,6,True,10,18,14.4,0.0,sunny,39,0.5,4,tramwaj,HL112,59-08,Salwator–Krowodrza Górka,Rondo Hipokratesa,Kurdwanów P+R 03,20,0.0,on_time,0.0,False
7,4,False,12,13,21.6,0.0,sunny,57,0.7,8,tramwaj,RZ656,01-10,Mały Płaszów–Cichy Kącik,Salwator,Teatr Słowackiego 01,35,5.4,significant_delay,0.154685,True
5,0,False,9,16,30.8,0.4,rain,61,0.9,50,tramwaj,RZ343,28-10,Bronowice–Borek Fałęcki,Pleszów,Teatr Słowackiego 01,45,2.9,slight_delay,0.064471,False
22,6,True,8,19,28.1,0.1,rain,30,0.4,76,tramwaj,RZ564,53-08,Rondo Hipokratesa–Nowy Bieżanów,Nowy Bieżanów P+R,Czerwone Maki P+R 01,20,2.0,slight_delay,0.097672,False
13,5,True,5,13,32.4,1.5,rain,90,0.1,8,tramwaj,RY715,77-01,Jarzębiny–Krowodrza,Mały Płaszów P+R,Górka Narodowa P+R 01,40,1.7,slight_delay,0.042863,False
20,0,False,5,12,18.1,0.0,cloudy,92,0.5,52,tramwaj,HG660,36-10,Kurdwanów–Pleszów,Górka Narodowa P+R,Dworzec Towarowy 01,25,1.7,slight_delay,0.068204,False
15,4,False,8,26,21.6,2.9,sunny,64,1.2,1,tramwaj,HG150,24-03,Rondo Hipokratesa–Nowy Bieżanów,Bronowice Małe,Górka Narodowa P+R 01,30,3.4,moderate_delay,0.111899,True
14,4,False,4,4,22.0,0.9,cloudy,41,2.4,76,tramwaj,HY768,45-01,Kurdwanów–Pleszów,Salwator,Nowy Bieżanów P+R 01,45,0.6,on_time,0.013158,False
7,6,True,6,12,20.8,0.9,rain,77,2.1,14,tramwaj,RP974,05-10,Górka Narodowa–Czerwone Maki,Górka Narodowa P+R,Nowy Bieżanów P+R 01,40,6.4,significant_delay,0.160336,True
17,5,True,7,11,29.8,0.2,cloudy,94,0.2,8,tramwaj,HL439,12-01,Os.Piastów–Pleszów,Górka Narodowa P+R,Bronowice Małe 01,40,0.4,on_time,0.008794,False
19,4,False,10,1,11.4,0.2,sunny,53,4.2,24,tramwaj,RY526,23-03,Górka Narodowa–Czerwone Maki,Bronowice Małe,Czerwone Maki P+R 01,30,1.4,slight_delay,0.047752,False
15,1,False,3,22,16.6,1.0,rain,78,4.8,72,tramwaj,HL725,77-10,Rondo Hipokratesa–Nowy Bieżanów,Mały Płaszów P+R,Bronowice Małe 01,45,1.8,slight_delay,0.039284,False
22,5,True,10,1,25.4,0.1,rain,83,1.3,20,tramwaj,RP566,75-06,Salwator–Krowodrza Górka,Krowodrza G. P+R,Bronowice Małe 01,40,1.4,slight_delay,0.034129,False
13,1,False,5,18,28.1,1.7,sunny,86,6.5,8,tramwaj,HY195,39-06,Nowy Bieżanów–Krowodrza,Bronowice Małe,Os. Piastów 01,25,0.0,on_time,0.0,False
7,3,False,1,17,-11.2,0.1,sunny,94,0.0,4,tramwaj,RF488,09-07,Bronowice–Borek Fałęcki,Pleszów,Salwator 01,30,3.9,moderate_delay,0.130437,True
18,4,False,3,5,10.2,0.4,cloudy,82,1.4,9,tramwaj,RY399,61-03,Salwator–Krowodrza Górka,Rondo Hipokratesa,Czerwone Maki P+R 01,30,12.8,major_delay,0.426544,True
8,2,False,11,19,18.0,0.1,rain,38,2.3,9,tramwaj,RY811,36-06,Salwator–Krowodrza Górka,Bronowice Małe,Dworzec Towarowy 01,30,3.4,moderate_delay,0.114178,True
14,0,False,12,24,16.5,0.2,fog,71,2.4,1,tramwaj,RG637,27-04,Jarzębiny–Krowodrza,Górka Narodowa P+R,Borek Fałęcki 01,45,2.1,slight_delay,0.045952,False
9,4,False,2,3,7.7,1.7,cloudy,76,3.0,5,tramwaj,HY211,74-09,Rondo Hipokratesa–Nowy Bieżanów,Pleszów,Pleszów 01,20,1.5,slight_delay,0.076942,False
19,2,False,12,20,19.4,0.6,cloudy,50,2.3,72,tramwaj,RY595,78-05,Borek Fałęcki–Kopiec Wandy,Krowodrza G. P+R,Mały Płaszów P+R 01,35,0.9,on_time,0.025349,False
13,4,False,5,14,32.7,0.0,sunny,86,2.0,24,tramwaj,RG723,41-05,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Borek Fałęcki 01,35,0.1,on_time,0.00154,False
18,3,False,2,12,22.1,1.5,fog,43,0.8,76,tramwaj,RF232,79-10,Salwator–Krowodrza Górka,Nowy Bieżanów P+R,Kurdwanów P+R 03,30,5.8,significant_delay,0.194583,True
9,2,False,9,9,23.0,0.1,sunny,80,1.9,20,tramwaj,RZ632,64-08,Nowy Bieżanów–Krowodrza,Os.Piastów,Nowy Bieżanów P+R 01,30,5.2,significant_delay,0.172294,True
6,2,False,9,18,23.0,0.7,rain,51,2.5,8,tramwaj,RP724,30-05,Mały Płaszów–Cichy Kącik,Pleszów,Os. Piastów 01,45,5.5,significant_delay,0.121831,True
16,6,True,8,4,35.0,0.0,cloudy,68,5.6,72,tramwaj,HG101,16-01,Jarzębiny–Krowodrza,Krowodrza G. P+R,Mały Płaszów P+R 01,40,1.8,slight_delay,0.043772,False
19,1,False,8,25,40.2,0.7,rain,90,1.6,21,tramwaj,RZ740,16-04,Bronowice–Borek Fałęcki,Salwator,Salwator 01,35,9.0,significant_delay,0.256167,True
10,3,False,12,4,2.9,3.1,sunny,60,1.1,4,tramwaj,RG523,06-06,Czerwone Maki–Os.Piastów,Borek Fałęcki,Dworzec Towarowy 01,30,2.9,slight_delay,0.096629,False
16,4,False,7,1,25.7,0.3,rain,59,2.3,50,tramwaj,RF673,28-01,Bronowice–Borek Fałęcki,Czerwone Maki P+R,Teatr Słowackiego 01,30,3.4,moderate_delay,0.113999,True
14,2,False,2,26,7.8,0.5,sunny,34,0.2,50,tramwaj,HG806,37-05,Mały Płaszów–Cichy Kącik,Kurdwanów P+R,Teatr Słowackiego 01,20,0.0,on_time,0.0,False
8,0,False,2,12,17.8,0.0,sunny,78,4.2,24,tramwaj,RY415,39-09,Nowy Bieżanów–Krowodrza,Rondo Hipokratesa,Mały Płaszów P+R 01,30,0.8,on_time,0.02703,False
10,5,True,3,8,6.7,0.6,rain,40,0.4,11,tramwaj,RF885,01-02,Kurdwanów–Pleszów,Mały Płaszów P+R,Bronowice Małe 01,35,2.2,slight_delay,0.063918,False
20,6,True,10,28,34.8,0.1,rain,80,0.9,8,tramwaj,RF449,51-10,Rondo Hipokratesa–Nowy Bieżanów,Salwator,Bronowice Małe 01,45,7.0,significant_delay,0.154469,True
12,3,False,3,19,10.7,0.3,fog,32,2.7,3,tramwaj,HY952,23-04,Górka Narodowa–Czerwone Maki,Górka Narodowa P+R,Salwator 01,25,0.0,on_time,0.0,False
10,2,False,5,3,24.9,0.0,sunny,34,0.7,72,tramwaj,RF953,44-08,Mały Płaszów–Cichy Kącik,Krowodrza G. P+R,Nowy Bieżanów P+R 01,30,2.0,slight_delay,0.067328,False
11,6,True,2,24,17.7,0.9,sunny,87,11.8,10,tramwaj,RZ916,05-03,Rondo Hipokratesa–Nowy Bieżanów,Czerwone Maki P+R,Dworzec Towarowy 01,40,0.6,on_time,0.01469,False
20,2,False,9,1,32.9,2.9,cloudy,88,1.8,76,tramwaj,RZ259,59-09,Rondo Grunwaldzkie–Czerwone Maki,Nowy Bieżanów P+R,Rondo Hipokratesa 02,35,2.7,slight_delay,0.078352,False
11,6,True,1,15,5.6,1.7,fog,58,0.7,24,tramwaj,RF573,53-01,Czerwone Maki–Os.Piastów,Bronowice Małe,Górka Narodowa P+R 01,25,1.1,slight_delay,0.043498,False
18,2,False,7,11,24.0,0.7,rain,58,1.5,22,tramwaj,HL678,41-09,Salwator–Krowodrza Górka,Os.Piastów,Teatr Słowackiego 01,40,14.0,major_delay,0.350121,True
21,3,False,10,23,21.2,0.1,rain,51,0.8,4,tramwaj,HY313,74-06,Salwator–Krowodrza Górka,Górka Narodowa P+R,Górka Narodowa P+R 01,35,12.3,major_delay,0.350721,True
14,0,False,5,15,27.0,1.6,cloudy,91,2.3,50,tramwaj,RF167,20-05,Czerwone Maki–Os.Piastów,Pleszów,Górka Narodowa P+R 01,35,0.5,on_time,0.014106,False
18,4,False,11,24,26.3,0.3,cloudy,57,1.2,14,tramwaj,HY447,49-09,Górka Narodowa–Czerwone Maki,Os.Piastów,Os. Piastów 01,35,0.5,on_time,0.014263,False
10,1,False,8,16,34.6,0.6,sunny,79,2.6,21,tramwaj,RP684,78-07,Rondo Grunwaldzkie–Czerwone Maki,Bronowice Małe,Bronowice Małe 01,30,2.5,slight_delay,0.083329,False
15,3,False,2,16,23.9,1.8,sunny,69,0.4,4,tramwaj,RP709,15-05,Rondo Grunwaldzkie–Czerwone Maki,Salwator,Mały Płaszów P+R 01,30,0.8,on_time,0.027552,False
17,2,False,5,8,18.1,0.5,snow,57,0.0,1,tramwaj,RF826,05-05,Kurdwanów–Pleszów,Kurdwanów P+R,Kurdwanów P+R 03,20,10.0,major_delay,0.500161,True
8,0,False,6,21,33.4,0.1,fog,78,2.0,77,tramwaj,RG188,64-04,Bronowice–Borek Fałęcki,Pleszów,Nowy Bieżanów P+R 01,45,1.9,slight_delay,0.043068,False
9,3,False,2,22,16.8,0.3,cloudy,50,1.5,20,tramwaj,RF562,39-04,Czerwone Maki–Os.Piastów,Bronowice Małe,Górka Narodowa P+R 01,30,0.0,on_time,0.0,False
8,3,False,7,27,40.4,0.1,sunny,73,2.0,3,tramwaj,HL279,15-06,Rondo Hipokratesa–Nowy Bieżanów,Nowy Bieżanów P+R,Krowodrza Górka P+R 03,20,3.3,moderate_delay,0.166165,True
22,1,False,6,3,29.9,0.1,sunny,82,3.0,3,tramwaj,HY896,26-02,Rondo Hipokratesa–Nowy Bieżanów,Mały Płaszów P+R,Bronowice Małe 01,40,0.7,on_time,0.017549,False
23,6,True,6,2,24.9,0.5,sunny,57,2.9,9,tramwaj,RZ618,04-08,Mały Płaszów–Cichy Kącik,Rondo Hipokratesa,Mały Płaszów P+R 01,40,0.3,on_time,0.007302,False
6,4,False,2,28,9.4,0.9,sunny,49,0.5,8,tramwaj,RP294,44-08,Bronowice–Borek Fałęcki,Górka Narodowa P+R,Salwator 01,25,3.7,moderate_delay,0.146388,True
14,3,False,9,15,19.6,0.3,sunny,39,2.2,11,tramwaj,HL894,42-03,Górka Narodowa–Czerwone Maki,Salwator,Borek Fałęcki 01,25,0.0,on_time,0.0,False
7,6,True,2,15,10.6,0.3,sunny,86,0.9,14,tramwaj,RY941,67-03,Nowy Bieżanów–Krowodrza,Pleszów,Os. Piastów 01,20,0.0,on_time,0.0,False
19,0,False,9,1,30.4,0.1,rain,54,0.8,76,tramwaj,HG841,05-08,Jarzębiny–Krowodrza,Pleszów,Teatr Słowackiego 01,45,7.8,significant_delay,0.173831,True
16,1,False,5,20,26.0,0.2,snow,82,7.6,14,tramwaj,RG830,67-02,Górka Narodowa–Czerwone Maki,Os.Piastów,Dworzec Towarowy 01,35,9.8,significant_delay,0.279778,True
17,2,False,10,15,32.5,0.0,sunny,89,2.2,8,tramwaj,HY418,06-10,Rondo Hipokratesa–Nowy Bieżanów,Rondo Hipokratesa,Mały Płaszów P+R 01,40,7.2,significant_delay,0.181067,True
13,2,False,2,22,12.8,1.0,rain,42,2.2,21,tramwaj,RY441,60-01,Czerwone Maki–Os.Piastów,Borek Fałęcki,Teatr Słowackiego 01,20,0.4,on_time,0.021651,False
13,3,False,1,27,13.8,0.0,rain,56,0.3,8,tramwaj,RY633,40-01,Os.Piastów–Pleszów,Górka Narodowa P+R,Os. Piastów 01,25,3.6,moderate_delay,0.145646,True
13,0,False,8,15,27.6,0.1,sunny,89,2.8,5,tramwaj,HL754,27-06,Górka Narodowa–Czerwone Maki,Nowy Bieżanów P+R,Bronowice Małe 01,40,0.0,on_time,0.0,False
5,2,False,9,25,25.9,1.0,cloudy,83,2.7,76,tramwaj,HG297,37-05,Nowy Bieżanów–Krowodrza,Mały Płaszów P+R,Os. Piastów 01,25,1.3,slight_delay,0.052218,False
14,2,False,12,16,24.8,0.2,sunny,39,2.0,76,tramwaj,RF891,57-02,Nowy Bieżanów–Krowodrza,Pleszów,Pleszów 01,30,0.0,on_time,0.0,False
18,5,True,5,24,25.0,1.0,sunny,67,2.9,8,tramwaj,HL252,21-05,Os.Piastów–Pleszów,Rondo Hipokratesa,Górka Narodowa P+R 01,35,3.1,moderate_delay,0.088469,True
10,5,True,2,26,15.6,0.0,cloudy,65,0.1,76,tramwaj,RY115,80-09,Os.Piastów–Pleszów,Salwator,Rondo Grunwaldzkie 01,25,2.4,slight_delay,0.094002,False
21,6,True,7,3,42.9,0.9,cloudy,77,1.3,72,tramwaj,RY311,70-06,Jarzębiny–Krowodrza,Bronowice Małe,Borek Fałęcki 01,40,0.0,on_time,0.0,False
13,5,True,4,13,33.8,0.3,rain,44,1.3,4,tramwaj,RF377,19-05,Nowy Bieżanów–Krowodrza,Górka Narodowa P+R,Mały Płaszów P+R 01,35,7.0,significant_delay,0.19928,True
16,2,False,9,13,19.1,0.9,sunny,68,1.0,78,tramwaj,HG275,10-05,Mały Płaszów–Cichy Kącik,Górka Narodowa P+R,Pleszów 01,25,0.8,on_time,0.033264,False
19,5,True,10,23,21.6,0.8,sunny,71,3.8,21,tramwaj,RF653,57-01,Górka Narodowa–Czerwone Maki,Górka Narodowa P+R,Kurdwanów P+R 03,25,0.1,on_time,0.002143,False
16,4,False,3,2,19.9,0.1,sunny,84,0.6,20,tramwaj,RP129,61-01,Os.Piastów–Pleszów,Salwator,Dworzec Towarowy 01,30,1.7,slight_delay,0.056126,False
22,3,False,12,12,5.0,0.1,rain,76,3.8,4,tramwaj,RY492,07-02,Jarzębiny–Krowodrza,Pleszów,Czerwone Maki P+R 01,25,3.7,moderate_delay,0.148981,True
11,2,False,8,2,28.8,0.1,sunny,54,0.8,5,tramwaj,RG501,23-10,Czerwone Maki–Os.Piastów,Borek Fałęcki,Os. Piastów 01,20,0.0,on_time,0.0,False
23,2,False,10,22,27.7,0.1,snow,90,0.4,76,tramwaj,RZ731,46-05,Os.Piastów–Pleszów,Pleszów,Rondo Hipokratesa 02,20,1.3,slight_delay,0.063797,False
18,6,True,2,24,10.9,0.8,sunny,49,0.5,52,tramwaj,RF937,26-09,Kurdwanów–Pleszów,Salwator,Nowy Bieżanów P+R 01,25,0.1,on_time,0.004744,False
18,1,False,2,6,-1.9,1.2,sunny,48,1.1,11,tramwaj,RY873,60-10,Rondo Grunwaldzkie–Czerwone Maki,Rondo Hipokratesa,Os. Piastów 01,20,0.2,on_time,0.012106,False
15,5,True,9,14,24.8,0.5,sunny,87,4.3,22,tramwaj,RP195,60-02,Os.Piastów–Pleszów,Górka Narodowa P+R,Czerwone Maki P+R 01,45,0.0,on_time,0.0,False
14,1,False,3,11,12.9,0.4,cloudy,76,4.1,78,tramwaj,RZ417,60-08,Czerwone Maki–Os.Piastów,Bronowice Małe,Os. Piastów 01,35,0.7,on_time,0.02089,False
12,3,False,1,7,16.2,0.2,sunny,45,0.6,4,tramwaj,HG329,19-10,Borek Fałęcki–Kopiec Wandy,Rondo Hipokratesa,Borek Fałęcki 01,25,2.3,slight_delay,0.092724,False
13,2,False,10,23,23.3,0.0,rain,44,1.6,24,tramwaj,HL472,51-03,Nowy Bieżanów–Krowodrza,Os.Piastów,Nowy Bieżanów P+R 01,45,2.5,slight_delay,0.056178,False
6,3,False,3,3,13.7,1.0,cloudy,67,2.2,4,tramwaj,RF907,42-08,Kurdwanów–Pleszów,Borek Fałęcki,Mały Płaszów P+R 01,45,1.6,slight_delay,0.036129,False
12,4,False,4,6,26.6,0.6,rain,65,1.3,18,tramwaj,RZ130,09-08,Górka Narodowa–Czerwone Maki,Os.Piastów,Pleszów 01,35,1.7,slight_delay,0.0492,False
10,0,False,3,27,22.1,0.3,sunny,63,2.7,3,tramwaj,RY459,62-08,Mały Płaszów–Cichy Kącik,Krowodrza G. P+R,Pleszów 01,30,3.2,moderate_delay,0.105749,True
22,2,False,3,24,16.0,0.8,rain,67,1.7,9,tramwaj,RP389,45-10,Rondo Hipokratesa–Nowy Bieżanów,Pleszów,Teatr Słowackiego 01,25,1.2,slight_delay,0.047394,False
7,5,True,6,24,23.3,0.1,sunny,84,0.0,1,tramwaj,RP620,14-07,Borek Fałęcki–Kopiec Wandy,Rondo Hipokratesa,Górka Narodowa P+R 01,35,0.0,on_time,0.0,False
9,2,False,3,11,10.0,0.9,rain,85,2.5,1,tramwaj,RY433,72-02,Rondo Hipokratesa–Nowy Bieżanów,Krowodrza G. P+R,Górka Narodowa P+R 01,20,13.5,major_delay,0.676262,True
7,2,False,4,24,24.8,1.9,snow,39,3.7,52,tramwaj,HL645,60-07,Kurdwanów–Pleszów,Os.Piastów,Rondo Hipokratesa 02,30,24.2,major_delay,0.807603,True
14,1,False,2,10,5.7,0.6,cloudy,63,1.2,24,tramwaj,RG344,80-04,Jarzębiny–Krowodrza,Os.Piastów,Teatr Słowackiego 01,40,1.7,slight_delay,0.041293,False
6,6,True,4,28,24.2,0.5,sunny,34,0.8,52,tramwaj,RP593,50-02,Nowy Bieżanów–Krowodrza,Os.Piastów,Czerwone Maki P+R 01,30,1.4,slight_delay,0.045059,False
17,0,False,3,17,2.9,0.0,sunny,82,0.4,10,tramwaj,RF313,76-07,Borek Fałęcki–Kopiec Wandy,Nowy Bieżanów P+R,Krowodrza Górka P+R 03,30,4.5,moderate_delay,0.150208,True
12,1,False,7,27,32.2,0.6,rain,85,0.1,77,tramwaj,RG680,44-09,Jarzębiny–Krowodrza,Górka Narodowa P+R,Os. Piastów 01,40,13.1,major_delay,0.328594,True
15,6,True,2,13,-3.2,1.3,snow,39,1.2,77,tramwaj,HG277,10-10,Borek Fałęcki–Kopiec Wandy,Pleszów,Rondo Hipokratesa 02,25,5.2,significant_delay,0.209775,True
12,1,False,8,5,36.1,0.1,rain,70,0.6,52,tramwaj,RZ217,76-10,Nowy Bieżanów–Krowodrza,Krowodrza G. P+R,Kurdwanów P+R 03,40,7.5,significant_delay,0.187748,True
22,3,False,11,14,16.1,1.7,fog,51,1.4,77,tramwaj,RZ433,72-02,Bronowice–Borek Fałęcki,Bronowice Małe,Bronowice Małe 01,25,2.1,slight_delay,0.085681,False
23,0,False,7,28,36.3,0.1,cloudy,75,1.2,72,tramwaj,RZ280,40-07,Os.Piastów–Pleszów,Bronowice Małe,Mały Płaszów P+R 01,40,1.3,slight_delay,0.03209,False
21,2,False,10,5,31.0,1.3,cloudy,89,2.9,9,tramwaj,RY712,14-10,Rondo Hipokratesa–Nowy Bieżanów,Salwator,Rondo Grunwaldzkie 01,25,0.3,on_time,0.012784,False
6,0,False,9,1,30.6,0.7,sunny,45,0.5,76,tramwaj,RG435,64-01,Os.Piastów–Pleszów,Kurdwanów P+R,Teatr Słowackiego 01,30,1.7,slight_delay,0.05693,False
9,3,False,10,9,24.4,1.0,rain,67,5.0,78,tramwaj,RY322,18-10,Borek Fałęcki–Kopiec Wandy,Nowy Bieżanów P+R,Rondo Hipokratesa 02,20,5.5,significant_delay,0.274388,True
19,5,True,9,15,38.4,1.7,fog,83,0.7,21,tramwaj,HY875,19-03,Nowy Bieżanów–Krowodrza,Krowodrza G. P+R,Borek Fałęcki 01,35,0.4,on_time,0.01148,False
14,5,True,4,11,23.3,1.2,sunny,82,1.0,4,tramwaj,RZ644,38-07,Os.Piastów–Pleszów,Rondo Hipokratesa,Górka Narodowa P+R 01,40,0.6,on_time,0.013861,False
15,4,False,12,26,17.8,0.2,rain,69,0.2,11,tramwaj,RZ300,27-06,Bronowice–Borek Fałęcki,Czerwone Maki P+R,Teatr Słowackiego 01,20,0.9,on_time,0.046695,False
22,4,False,6,1,30.0,0.4,sunny,32,0.1,24,tramwaj,HL683,39-07,Rondo Grunwaldzkie–Czerwone Maki,Bronowice Małe,Mały Płaszów P+R 01,20,0.4,on_time,0.018541,False
13,3,False,10,9,15.8,1.0,rain,81,1.0,8,tramwaj,RF191,75-01,Borek Fałęcki–Kopiec Wandy,Górka Narodowa P+R,Teatr Słowackiego 01,20,0.7,on_time,0.0369,False
23,6,True,3,16,25.3,0.2,rain,64,1.2,72,tramwaj,RG967,17-05,Salwator–Krowodrza Górka,Kurdwanów P+R,Os. Piastów 01,40,0.3,on_time,0.008695,False
18,6,True,12,11,13.2,0.7,sunny,73,1.5,10,tramwaj,HY478,71-01,Kurdwanów–Pleszów,Borek Fałęcki,Pleszów 01,40,0.0,on_time,0.0,False
23,3,False,6,5,25.7,0.1,sunny,62,1.2,8,tramwaj,HY820,72-06,Bronowice–Borek Fałęcki,Górka Narodowa P+R,Krowodrza Górka P+R 03,45,0.0,on_time,0.0,False
6,4,False,6,27,43.9,0.4,cloudy,54,0.9,72,tramwaj,RY981,37-01,Jarzębiny–Krowodrza,Kurdwanów P+R,Dworzec Towarowy 01,35,4.4,moderate_delay,0.125053,True
16,5,True,11,15,20.3,0.2,sunny,44,8.8,78,tramwaj,HG542,76-07,Bronowice–Borek Fałęcki,Rondo Hipokratesa,Górka Narodowa P+R 01,45,1.4,slight_delay,0.030907,False
18,3,False,10,13,11.9,0.1,rain,40,1.4,22,tramwaj,RF828,49-07,Rondo Hipokratesa–Nowy Bieżanów,Czerwone Maki P+R,Teatr Słowackiego 01,35,3.6,moderate_delay,0.103143,True
9,0,False,2,19,29.1,0.1,snow,90,2.5,8,tramwaj,RG545,70-04,Kurdwanów–Pleszów,Krowodrza G. P+R,Krowodrza Górka P+R 03,30,2.3,slight_delay,0.075583,False
17,6,True,1,15,3.2,0.2,sunny,81,2.1,21,tramwaj,RP586,18-04,Borek Fałęcki–Kopiec Wandy,Borek Fałęcki,Górka Narodowa P+R 01,30,0.4,on_time,0.014101,False
13,3,False,3,23,16.4,0.3,sunny,52,3.2,14,tramwaj,RG963,47-07,Górka Narodowa–Czerwone Maki,Górka Narodowa P+R,Kurdwanów P+R 03,20,1.1,slight_delay,0.052521,False
22,4,False,7,3,29.9,0.1,rain,34,1.5,72,tramwaj,RP395,17-03,Rondo Hipokratesa–Nowy Bieżanów,Nowy Bieżanów P+R,Mały Płaszów P+R 01,25,0.2,on_time,0.008355,False
11,6,True,11,21,15.9,0.3,rain,41,4.9,9,tramwaj,HY173,03-03,Nowy Bieżanów–Krowodrza,Bronowice Małe,Bronowice Małe 01,25,3.5,moderate_delay,0.138073,True
22,5,True,9,19,23.5,0.5,sunny,74,1.6,77,tramwaj,RZ773,56-03,Os.Piastów–Pleszów,Pleszów,Górka Narodowa P+R 01,35,0.0,on_time,0.0,False
14,6,True,3,20,18.0,0.6,cloudy,45,1.5,4,tramwaj,RY240,54-08,Mały Płaszów–Cichy Kącik,Pleszów,Bronowice Małe 01,30,1.1,slight_delay,0.037739,False
22,4,False,4,28,26.8,0.1,cloudy,87,0.7,50,tramwaj,RG738,24-08,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Rondo Hipokratesa 02,25,0.0,on_time,0.0,False
16,0,False,7,19,28.3,0.0,rain,38,1.0,11,tramwaj,RG665,58-07,Salwator–Krowodrza Górka,Salwator,Teatr Słowackiego 01,30,5.5,significant_delay,0.183784,True
15,3,False,3,4,8.8,0.2,cloudy,72,0.1,21,tramwaj,RF331,24-07,Bronowice–Borek Fałęcki,Nowy Bieżanów P+R,Mały Płaszów P+R 01,30,0.8,on_time,0.027288,False
13,2,False,11,14,13.9,0.3,sunny,30,1.8,9,tramwaj,HY691,64-04,Salwator–Krowodrza Górka,Czerwone Maki P+R,Czerwone Maki P+R 01,45,0.9,on_time,0.021087,False
19,1,False,1,18,22.2,0.1,sunny,70,0.5,4,tramwaj,HL520,70-10,Borek Fałęcki–Kopiec Wandy,Kurdwanów P+R,Nowy Bieżanów P+R 01,20,1.8,slight_delay,0.091577,False
11,0,False,12,4,9.6,0.5,sunny,73,1.7,18,tramwaj,RF134,05-10,Rondo Hipokratesa–Nowy Bieżanów,Nowy Bieżanów P+R,Kurdwanów P+R 03,40,1.1,slight_delay,0.026804,False
7,4,False,12,5,7.0,0.7,sunny,39,1.6,18,tramwaj,RZ821,48-02,Borek Fałęcki–Kopiec Wandy,Krowodrza G. P+R,Czerwone Maki P+R 01,30,0.9,on_time,0.029185,False
8,3,False,10,22,21.0,0.1,sunny,59,2.6,72,tramwaj,RZ807,11-03,Nowy Bieżanów–Krowodrza,Pleszów,Pleszów 01,35,0.3,on_time,0.009874,False
13,5,True,1,12,10.0,0.5,rain,74,1.0,50,tramwaj,HL576,67-02,Czerwone Maki–Os.Piastów,Czerwone Maki P+R,Górka Narodowa P+R 01,25,1.8,slight_delay,0.072565,False
5,1,False,5,27,31.1,0.1,sunny,43,1.7,21,tramwaj,RY351,61-02,Salwator–Krowodrza Górka,Bronowice Małe,Teatr Słowackiego 01,45,0.0,on_time,0.0,False
11,2,False,6,28,31.6,0.5,sunny,84,2.4,50,tramwaj,HL727,07-06,Kurdwanów–Pleszów,Pleszów,Os. Piastów 01,30,1.5,slight_delay,0.049166,False
8,4,False,10,23,27.1,0.5,sunny,40,0.5,5,tramwaj,HY580,59-09,Rondo Hipokratesa–Nowy Bieżanów,Górka Narodowa P+R,Rondo Hipokratesa 02,40,2.6,slight_delay,0.065194,False
21,1,False,9,27,26.4,0.2,rain,50,0.2,20,tramwaj,RZ687,43-07,Nowy Bieżanów–Krowodrza,Krowodrza G. P+R,Rondo Grunwaldzkie 01,45,0.0,on_time,0.0,False
5,1,False,12,20,2.5,0.3,rain,84,0.4,24,tramwaj,RF917,38-05,Borek Fałęcki–Kopiec Wandy,Salwator,Borek Fałęcki 01,20,2.0,slight_delay,0.099549,False
13,1,False,7,21,41.5,0.3,rain,74,1.7,10,tramwaj,RP136,77-05,Borek Fałęcki–Kopiec Wandy,Nowy Bieżanów P+R,Nowy Bieżanów P+R 01,40,2.3,slight_delay,0.058176,False
15,5,True,4,2,25.9,0.2,rain,53,0.6,5,tramwaj,HL162,61-10,Bronowice–Borek Fałęcki,Kurdwanów P+R,Rondo Grunwaldzkie 01,25,3.2,moderate_delay,0.129045,True
23,3,False,9,28,25.7,1.6,fog,30,0.8,5,tramwaj,RP686,07-05,Rondo Hipokratesa–Nowy Bieżanów,Os.Piastów,Nowy Bieżanów P+R 01,30,0.0,on_time,0.0,False
13,2,False,4,6,19.5,0.3,fog,64,0.7,9,tramwaj,HY393,63-02,Kurdwanów–Pleszów,Krowodrza G. P+R,Dworzec Towarowy 01,30,2.0,slight_delay,0.065958,False
